allow_commercial,analysis_method,announcement_date,available_in_zeroeval,benchmark_id,benchmark_name,categories_model,country,created_at,data_type,description_x,fine_tuned_from_model_id,implementation_link,is_self_reported,knowledge_cutoff,language_model,license_id_x,max_score_model,modality_model,model_benchmark_id,model_family_id,model_id,multilingual_model,multimodal_x,name_x,normalized_score,organization_country,organization_description,organization_id_x,organization_name_x,organization_website,paper_link,param_count_x,parent_benchmark_id,provider_id,release_date_x,score,self_reported_source_link,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at,verification_date,verification_hardware,verification_notes,verification_provider_id,verified,verified_by_llmstats,website,param_count_disclosed_x,param_count_clean_x,training_tokens_disclosed_x,training_tokens_clean_x,score_clean,normalized_score_clean,license_type_x,release_year_x,release_month_x,release_year_month_x,cost_per_million_io_tokens,model_size_category_x,performance_category,name_y,organization_id_y,organization_name_y,param_count_y,param_count_clean_y,param_count_disclosed_y,training_tokens_clean_y,training_tokens_disclosed_y,multimodal_y,license_id_y,license_type_y,release_date_y,release_year_y,release_month_y,release_year_month_y,model_size_category_y,description_y,name,categories_benchmark,modality_benchmark,multilingual_benchmark,max_score_benchmark,language_benchmark,description,performance_ratio,is_general,is_code,is_math,is_reasoning,is_language,is_multimodal,is_safety,is_long_context,is_roleplay,is_agents,is_factuality,is_vision,is_multimodal_model,is_large_model,is_open_source,is_recent_model,is_2025_model,performance_tier,model_family
,accuracy,,,swe-bench-verified,SWE-Bench Verified,,,2025-07-19T19:56:13.854236+00:00,benchmark_result,,,,True,,,,,,1356.0,,o4-mini,,,,0.681,,,openai,,,,,,,,0.681,https://openai.com/index/introducing-o3-and-o4-mini/,,,,,,,,2025-07-19T19:56:13.854236+00:00,,,,,,False,,False,0.0,False,0.0,0.681,0.681,Unknown,,,,,Undisclosed,Fair (60-69%),o4-mini,openai,OpenAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2025-04-16,2025.0,4.0,2025-04,Undisclosed,"o4-mini is OpenAI's latest small o-series model, optimized for fast, effective reasoning with exceptionally efficient performance in coding and visual tasks. It is faster and more affordable than o3.",SWE-Bench Verified,"['reasoning', 'frontend_development', 'code']",text,False,1.0,en,"A verified subset of 500 software engineering problems from real GitHub issues, validated by human annotators for evaluating language models' ability to resolve real-world coding issues by generating patches for Python codebases.",0.681,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),o4
,accuracy (o4-mini-high),,,tau-bench-airline,TAU-bench Airline,,,2025-07-19T19:56:15.009611+00:00,benchmark_result,,,,True,,,,,,1777.0,,o4-mini,,,,0.492,,,openai,,,,,,,,0.492,https://openai.com/index/introducing-o3-and-o4-mini/,,,,,,,,2025-07-19T19:56:15.009611+00:00,,,,,,False,,False,0.0,False,0.0,0.492,0.492,Unknown,,,,,Undisclosed,Poor (<60%),o4-mini,openai,OpenAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2025-04-16,2025.0,4.0,2025-04,Undisclosed,"o4-mini is OpenAI's latest small o-series model, optimized for fast, effective reasoning with exceptionally efficient performance in coding and visual tasks. It is faster and more affordable than o3.",TAU-bench Airline,"['reasoning', 'communication']",text,False,1.0,en,"Part of τ-bench (TAU-bench), a benchmark for Tool-Agent-User interaction in real-world domains. The airline domain evaluates language agents' ability to interact with users through dynamic conversations while following domain-specific rules and using API tools. Agents must handle airline-related tasks and policies reliably.",0.492,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),o4
,accuracy (o4-mini-high),,,tau-bench-retail,TAU-bench Retail,,,2025-07-19T19:56:14.980200+00:00,benchmark_result,,,,True,,,,,,1763.0,,o4-mini,,,,0.718,,,openai,,,,,,,,0.718,https://openai.com/index/introducing-o3-and-o4-mini/,,,,,,,,2025-07-19T19:56:14.980200+00:00,,,,,,False,,False,0.0,False,0.0,0.718,0.718,Unknown,,,,,Undisclosed,Good (70-79%),o4-mini,openai,OpenAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2025-04-16,2025.0,4.0,2025-04,Undisclosed,"o4-mini is OpenAI's latest small o-series model, optimized for fast, effective reasoning with exceptionally efficient performance in coding and visual tasks. It is faster and more affordable than o3.",TAU-bench Retail,"['reasoning', 'communication']",text,False,1.0,en,"A benchmark for evaluating tool-agent-user interaction in retail environments. Tests language agents' ability to handle dynamic conversations with users while using domain-specific API tools and following policy guidelines. Evaluates agents on tasks like order cancellations, address changes, and order status checks through multi-turn conversations.",0.718,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),o4
,10-shot,,,arc-c,ARC-C,,,2025-07-19T19:56:11.111398+00:00,benchmark_result,,,,True,,,,,,13.0,,phi-3.5-mini-instruct,,,,0.846,,,microsoft,,,,,,,,0.846,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:11.111398+00:00,,,,,,False,,False,0.0,False,0.0,0.846,0.846,Unknown,,,,,Undisclosed,Very Good (80-89%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",ARC-C,"['reasoning', 'general']",text,False,1.0,en,"The AI2 Reasoning Challenge (ARC) Challenge Set is a multiple-choice question-answering benchmark containing grade-school level science questions that require advanced reasoning capabilities. ARC-C specifically contains questions that were answered incorrectly by both retrieval-based and word co-occurrence algorithms, making it a particularly challenging subset designed to test commonsense reasoning abilities in AI systems.",0.846,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),phi
,standard evaluation,,,arena-hard,Arena Hard,,,2025-07-19T19:56:14.088299+00:00,benchmark_result,,,,True,,,,,,1448.0,,phi-3.5-mini-instruct,,,,0.37,,,microsoft,,,,,,,,0.37,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.088299+00:00,,,,,,False,,False,0.0,False,0.0,0.37,0.37,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",Arena Hard,"['general', 'reasoning', 'creativity']",text,False,1.0,en,"Arena-Hard-Auto is an automatic evaluation benchmark for instruction-tuned LLMs consisting of 500 challenging real-world prompts curated by BenchBuilder. It includes open-ended software engineering problems, mathematical questions, and creative writing tasks. The benchmark uses LLM-as-a-Judge methodology with GPT-4.1 and Gemini-2.5 as automatic judges to approximate human preference. Arena-Hard achieves 98.6% correlation with human preference rankings and provides 3x higher separation of model performances compared to MT-Bench, making it highly effective for distinguishing between models of similar quality.",0.37,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,0-shot chain-of-thought,,,big-bench-hard,BIG-Bench Hard,,,2025-07-19T19:56:13.245591+00:00,benchmark_result,,,,True,,,,,,1078.0,,phi-3.5-mini-instruct,,,,0.69,,,microsoft,,,,,,,,0.69,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:13.245591+00:00,,,,,,False,,False,0.0,False,0.0,0.69,0.69,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",BIG-Bench Hard,"['reasoning', 'math', 'language']",text,False,1.0,en,"BIG-Bench Hard (BBH) is a subset of 23 challenging BIG-Bench tasks selected because prior language model evaluations did not outperform average human-rater performance. The benchmark contains 6,511 evaluation examples testing various forms of multi-step reasoning including arithmetic, logical reasoning (Boolean expressions, logical deduction), geometric reasoning, temporal reasoning, and language understanding. Tasks require capabilities such as causal judgment, object counting, navigation, pattern recognition, and complex problem solving.",0.69,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),phi
,2-shot,,,boolq,BoolQ,,,2025-07-19T19:56:13.132882+00:00,benchmark_result,,,,True,,,,,,1025.0,,phi-3.5-mini-instruct,,,,0.78,,,microsoft,,,,,,,,0.78,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:13.132882+00:00,,,,,,False,,False,0.0,False,0.0,0.78,0.78,Unknown,,,,,Undisclosed,Good (70-79%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",BoolQ,"['language', 'reasoning']",text,False,1.0,en,"BoolQ is a reading comprehension dataset for yes/no questions containing 15,942 naturally occurring examples. Each example consists of a question, passage, and boolean answer, where questions are generated in unprompted and unconstrained settings. The dataset challenges models with complex, non-factoid information requiring entailment-like inference to solve.",0.78,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),phi
,standard evaluation,,,govreport,GovReport,,,2025-07-19T19:56:14.222697+00:00,benchmark_result,,,,True,,,,,,1504.0,,phi-3.5-mini-instruct,,,,0.259,,,microsoft,,,,,,,,0.259,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.222697+00:00,,,,,,False,,False,0.0,False,0.0,0.259,0.259,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",GovReport,"['summarization', 'long_context']",text,False,1.0,en,"A long document summarization dataset consisting of reports from government research agencies including Congressional Research Service and U.S. Government Accountability Office, with significantly longer documents and summaries than other datasets.",0.259,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,0-shot chain-of-thought,,,gpqa,GPQA,,,2025-07-19T19:56:11.651230+00:00,benchmark_result,,,,True,,,,,,285.0,,phi-3.5-mini-instruct,,,,0.304,,,microsoft,,,,,,,,0.304,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:11.651230+00:00,,,,,,False,,False,0.0,False,0.0,0.304,0.304,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",GPQA,"['reasoning', 'general']",text,False,1.0,en,"A challenging dataset of 448 multiple-choice questions written by domain experts in biology, physics, and chemistry. Questions are Google-proof and extremely difficult, with PhD experts reaching 65% accuracy.",0.304,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,8-shot chain-of-thought,,,gsm8k,GSM8k,,,2025-07-19T19:56:13.070240+00:00,benchmark_result,,,,True,,,,,,987.0,,phi-3.5-mini-instruct,,,,0.862,,,microsoft,,,,,,,,0.862,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:13.070240+00:00,,,,,,False,,False,0.0,False,0.0,0.862,0.862,Unknown,,,,,Undisclosed,Very Good (80-89%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",GSM8k,"['math', 'reasoning']",text,False,1.0,en,"Grade School Math 8K, a dataset of 8.5K high-quality linguistically diverse grade school math word problems requiring multi-step reasoning and elementary arithmetic operations.",0.862,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),phi
,5-shot,,,hellaswag,HellaSwag,,,2025-07-19T19:56:11.173447+00:00,benchmark_result,,,,True,,,,,,43.0,,phi-3.5-mini-instruct,,,,0.694,,,microsoft,,,,,,,,0.694,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:11.173447+00:00,,,,,,False,,False,0.0,False,0.0,0.694,0.694,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",HellaSwag,['reasoning'],text,False,1.0,en,"A challenging commonsense natural language inference dataset that uses Adversarial Filtering to create questions trivial for humans (>95% accuracy) but difficult for state-of-the-art models, requiring completion of sentence endings based on physical situations and everyday activities",0.694,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),phi
,0-shot,,,humaneval,HumanEval,,,2025-07-19T19:56:12.631199+00:00,benchmark_result,,,,True,,,,,,777.0,,phi-3.5-mini-instruct,,,,0.628,,,microsoft,,,,,,,,0.628,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:12.631199+00:00,,,,,,False,,False,0.0,False,0.0,0.628,0.628,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",HumanEval,"['reasoning', 'code']",text,False,1.0,en,"A benchmark that measures functional correctness for synthesizing programs from docstrings, consisting of 164 original programming problems assessing language comprehension, algorithms, and simple mathematics",0.628,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),phi
,0-shot chain-of-thought,,,math,MATH,,,2025-07-19T19:56:11.842901+00:00,benchmark_result,,,,True,,,,,,392.0,,phi-3.5-mini-instruct,,,,0.485,,,microsoft,,,,,,,,0.485,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:11.842901+00:00,,,,,,False,,False,0.0,False,0.0,0.485,0.485,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MATH,"['math', 'reasoning']",text,False,1.0,en,"MATH dataset contains 12,500 challenging competition mathematics problems from AMC 10, AMC 12, AIME, and other mathematics competitions. Each problem includes full step-by-step solutions and spans multiple difficulty levels (1-5) across seven mathematical subjects including Prealgebra, Algebra, Number Theory, Counting and Probability, Geometry, Intermediate Algebra, and Precalculus.",0.485,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,3-shot,,,mbpp,MBPP,,,2025-07-19T19:56:13.481045+00:00,benchmark_result,,,,True,,,,,,1178.0,,phi-3.5-mini-instruct,,,,0.696,,,microsoft,,,,,,,,0.696,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:13.481045+00:00,,,,,,False,,False,0.0,False,0.0,0.696,0.696,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MBPP,"['reasoning', 'general']",text,False,100.0,en,"MBPP (Mostly Basic Python Problems) is a benchmark of 974 crowd-sourced Python programming problems designed to be solvable by entry-level programmers. Each problem consists of a task description, code solution, and 3 automated test cases covering programming fundamentals and standard library functionality.",0.006959999999999999,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,standard evaluation,,,mega-mlqa,MEGA MLQA,,,2025-07-19T19:56:14.191909+00:00,benchmark_result,,,,True,,,,,,1494.0,,phi-3.5-mini-instruct,,,,0.617,,,microsoft,,,,,,,,0.617,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.191909+00:00,,,,,,False,,False,0.0,False,0.0,0.617,0.617,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MEGA MLQA,"['language', 'reasoning']",text,True,1.0,en,"MLQA as part of the MEGA (Multilingual Evaluation of Generative AI) benchmark suite. A multi-way aligned extractive QA evaluation benchmark for cross-lingual question answering across 7 languages (English, Arabic, German, Spanish, Hindi, Vietnamese, and Simplified Chinese) with over 12K QA instances in English and 5K in each other language.",0.617,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),phi
,standard evaluation,,,mega-tydi-qa,MEGA TyDi QA,,,2025-07-19T19:56:14.197084+00:00,benchmark_result,,,,True,,,,,,1496.0,,phi-3.5-mini-instruct,,,,0.622,,,microsoft,,,,,,,,0.622,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.197084+00:00,,,,,,False,,False,0.0,False,0.0,0.622,0.622,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MEGA TyDi QA,"['language', 'reasoning']",text,True,1.0,en,"TyDi QA as part of the MEGA benchmark suite. A question answering dataset covering 11 typologically diverse languages (Arabic, Bengali, English, Finnish, Indonesian, Japanese, Korean, Russian, Swahili, Telugu, and Thai) with 204K question-answer pairs. Features realistic information-seeking questions written by people who want to know the answer but don't know it yet.",0.622,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),phi
,standard evaluation,,,mega-udpos,MEGA UDPOS,,,2025-07-19T19:56:14.203616+00:00,benchmark_result,,,,True,,,,,,1498.0,,phi-3.5-mini-instruct,,,,0.465,,,microsoft,,,,,,,,0.465,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.203616+00:00,,,,,,False,,False,0.0,False,0.0,0.465,0.465,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MEGA UDPOS,['language'],text,True,1.0,en,"Universal Dependencies POS tagging as part of the MEGA benchmark suite. A multilingual part-of-speech tagging dataset based on Universal Dependencies treebanks, utilizing the universal POS tag set of 17 tags across 38 diverse languages from different language families. Used for evaluating multilingual POS tagging systems.",0.465,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,standard evaluation,,,mega-xcopa,MEGA XCOPA,,,2025-07-19T19:56:14.210364+00:00,benchmark_result,,,,True,,,,,,1500.0,,phi-3.5-mini-instruct,,,,0.631,,,microsoft,,,,,,,,0.631,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.210364+00:00,,,,,,False,,False,0.0,False,0.0,0.631,0.631,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MEGA XCOPA,"['reasoning', 'language']",text,True,1.0,en,"XCOPA (Cross-lingual Choice of Plausible Alternatives) as part of the MEGA benchmark suite. A typologically diverse multilingual dataset for causal commonsense reasoning in 11 languages, including resource-poor languages like Eastern Apurímac Quechua and Haitian Creole. Requires models to select which choice is the effect or cause of a given premise.",0.631,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),phi
,standard evaluation,,,mega-xstorycloze,MEGA XStoryCloze,,,2025-07-19T19:56:14.217597+00:00,benchmark_result,,,,True,,,,,,1502.0,,phi-3.5-mini-instruct,,,,0.735,,,microsoft,,,,,,,,0.735,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.217597+00:00,,,,,,False,,False,0.0,False,0.0,0.735,0.735,Unknown,,,,,Undisclosed,Good (70-79%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MEGA XStoryCloze,"['reasoning', 'language']",text,True,1.0,en,"XStoryCloze as part of the MEGA benchmark suite. A cross-lingual story completion task that consists of professionally translated versions of the English StoryCloze dataset to 10 non-English languages. Requires models to predict the correct ending for a given four-sentence story, evaluating commonsense reasoning and narrative understanding.",0.735,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),phi
,0-shot chain-of-thought,,,mgsm,MGSM,,,2025-07-19T19:56:13.687534+00:00,benchmark_result,,,,True,,,,,,1282.0,,phi-3.5-mini-instruct,,,,0.479,,,microsoft,,,,,,,,0.479,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:13.687534+00:00,,,,,,False,,False,0.0,False,0.0,0.479,0.479,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MGSM,"['math', 'reasoning']",text,True,1.0,en,"MGSM (Multilingual Grade School Math) is a benchmark of grade-school math problems. Contains 250 grade-school math problems manually translated from the GSM8K dataset into ten typologically diverse languages: Spanish, French, German, Russian, Chinese, Japanese, Thai, Swahili, Bengali, and Telugu. Evaluates multilingual mathematical reasoning capabilities.",0.479,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,5-shot evaluation,,,mmlu,MMLU,,,2025-07-19T19:56:11.240966+00:00,benchmark_result,,,,True,,,,,,75.0,,phi-3.5-mini-instruct,,,,0.69,,,microsoft,,,,,,,,0.69,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:11.240966+00:00,,,,,,False,,False,0.0,False,0.0,0.69,0.69,Unknown,,,,,Undisclosed,Fair (60-69%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MMLU,"['general', 'reasoning', 'language', 'math']",text,False,1.0,en,"Massive Multitask Language Understanding benchmark testing knowledge across 57 diverse subjects including STEM, humanities, social sciences, and professional domains",0.69,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),phi
